"Awarding Organisation","Title","Qualification Number","Status","Type","Level","Sector Subject Area","Included in performance tables","Certificates"
"1st4sport Qualifications","1st4sport Level 2 Certificate in Delivering Community Activities for Youth at Risk","603/0992/1","Available to learners","Occupational Qualification","Level 2","Leisure, Travel and Tourism","No",10
"1st4sport Qualifications","1st4sport Level 2 Award in Sessional Hockey Coaching","603/1015/7","Available to learners","Occupational Qualification","Level 2","Leisure, Travel and Tourism","No",185
"1st4sport Qualifications","1st4sport Level 2 Certificate in Coaching Hockey ","603/1016/9","Available to learners","Occupational Qualification","Level 2","Leisure, Travel and Tourism","No",15
"1st4sport Qualifications","1st4sport Level 2 Certificate in Snooker Coaching","603/1047/9","Available to learners","Occupational Qualification","Level 2","Leisure, Travel and Tourism","No",20
"1st4sport Qualifications","1st4sport Level 3 Award for Tutors and Assessors in Sport","603/1069/8","Available to learners","Other Vocational Qualification","Level 3","Education and Training","No",0
"1st4sport Qualifications","1st4sport Level 1 Award in Assisting Coaching Rugby League","603/1319/5","No longer available to new learners","Occupational Qualification","Level 1","Leisure, Travel and Tourism","No",125
"1st4sport Qualifications","1st4sport Level 1 Award in Leadership in Sport and Physical Activity ","603/1381/X","Available to learners","Occupational Qualification","Level 1","Leisure, Travel and Tourism","No",5
"1st4sport Qualifications","1st4sport Level 2 Award in Multi-Skills Development in Sport  ","603/1419/9","Available to learners","Occupational Qualification","Level 2","Leisure, Travel and Tourism","No",875
"1st4sport Qualifications","1st4sport Level 2 Certificate in Equestrian Coaching","603/1443/6","Available to learners","Occupational Qualification","Level 2","Leisure, Travel and Tourism","No",45
"1st4sport Qualifications","1st4sport Level 2 Certificate in Coaching Rowing","603/1447/3","Available to learners","Occupational Qualification","Level 2","Leisure, Travel and Tourism","No",65
"1st4sport Qualifications","1st4sport Level 2 Certificate in Coaching Judo","603/1611/1","Available to learners","Occupational Qualification","Level 2","Leisure, Travel and Tourism","No",45
"1st4sport Qualifications","1st4sport Level 2 Certificate in Coaching Multi-Skills Development in Sport ","603/1873/9","Available to learners","Occupational Qualification","Level 2","Leisure, Travel and Tourism","No",275
"1st4sport Qualifications","1st4sport Level 3 Certificate in Supporting the Delivery of Physical Education and School Sport","603/2130/1","Available to learners","Occupational Qualification","Level 3","Leisure, Travel and Tourism","No",185
"1st4sport Qualifications","1st4sport Level 2 Certificate in Supporting Learning in Physical Education and School Sport ","603/2131/3","Available to learners","Occupational Qualification","Level 2","Leisure, Travel and Tourism","No",275
"1st4sport Qualifications","1st4sport Level 2 Certificate in Coaching Rugby Union","603/2145/3","Available to learners","Occupational Qualification","Level 2","Leisure, Travel and Tourism","No",3450
"1st4sport Qualifications","1st4sport Level 2 Certificate for Rugby Union Referees","603/2156/8","Available to learners","Occupational Qualification","Level 2","Leisure, Travel and Tourism","No",1305
"1st4sport Qualifications","1st4sport Level 2 Certificate in Coaching Rugby League","603/2222/6","Available to learners","Occupational Qualification","Level 2","Leisure, Travel and Tourism","No",375
"1st4sport Qualifications","1st4sport Level 3 Award in Emergency First Aid at Work ","603/2263/9","Available to learners","Other Vocational Qualification","Level 3","Health, Public Services and Care","No",1640
"1st4sport Qualifications","1st4sport Level 3 Certificate in Equestrian Coaching","603/2443/0","Available to learners","Occupational Qualification","Level 3","Leisure, Travel and Tourism","No",10
"1st4sport Qualifications","1st4sport Level 1 Award in Assistant Coaching ","603/2629/3","Available to learners","Occupational Qualification","Level 1","Leisure, Travel and Tourism","No",0
"1st4sport Qualifications","1st4sport Level 1 Award in Equestrian Coaching","603/2707/8","Available to learners","Occupational Qualification","Level 1","Leisure, Travel and Tourism","No",10
"1st4sport Qualifications","1st4sport Level 2 Certificate in Coaching","603/2743/1","Available to learners","Occupational Qualification","Level 2","Leisure, Travel and Tourism","No",0
"1st4sport Qualifications","1st4sport Level 3 Certificate in Coaching","603/2748/0","Available to learners","Occupational Qualification","Level 3","Leisure, Travel and Tourism","No",0
"1st4sport Qualifications","1st4sport Level 1 Award in Coaching Netball","603/2754/6","Available to learners","Occupational Qualification","Level 1","Leisure, Travel and Tourism","No",215
"1st4sport Qualifications","1st4sport Level 1 Coaching Assistant in Basketball","603/2838/1","Available to learners","Occupational Qualification","Level 1","Leisure, Travel and Tourism","No",50
"1st4sport Qualifications","1st4sport Level 2 Certificate in Coaching Rugby Union (WRU)","603/2896/4","Available to learners","Occupational Qualification","Level 2","Leisure, Travel and Tourism","No",0
"1st4sport Qualifications","1st4sport Level 3 Certificate in Coaching Netball","603/2902/6","Available to learners","Occupational Qualification","Level 3","Leisure, Travel and Tourism","No",0
"1st4sport Qualifications","1st4sport Level 1 Award for a Table Tennis Session Coach","603/3301/7","Available to learners","Occupational Qualification","Level 1","Leisure, Travel and Tourism","No",0
"1st4sport Qualifications","1st4sport Level 3 Diploma in Sporting Excellence","603/3337/6","Available to learners","Occupational Qualification","Level 3","Leisure, Travel and Tourism","No",0
"1st4sport Qualifications","1st4sport Level 2 Award in Instructing Cycle Training","603/3812/X","Available to learners","Occupational Qualification","Level 2","Leisure, Travel and Tourism","No",0
"1st4sport Qualifications","1st4sport Level 3 Award in Developing Cycle Training Instructors","603/4204/3","Available to learners","Vocationally-Related Qualification","Level 3","Leisure, Travel and Tourism","No",0
"1st4sport Qualifications","1st4sport Level 3 Award in End-Point Assessment Practice","603/4282/1","Available to learners","Other Vocational Qualification","Level 3","Education and Training","No",0
"1st4sport Qualifications","1st4sport Level 2 Certificate in Coaching Strength and Conditioning","603/4283/3","Available to learners","Other Vocational Qualification","Level 2","Leisure, Travel and Tourism","No",0
"1st4sport Qualifications","1st4sport Level 3 Award in End-Point Assessment Principles","603/4584/6","Available to learners","Other Vocational Qualification","Level 3","Education and Training","No",0
"1st4sport Qualifications","1st4sport Level 3 Diploma in Fitness Instructing and Personal Training","603/4725/9","Available to learners","Vocationally-Related Qualification","Level 3","Leisure, Travel and Tourism","No",0
"1st4sport Qualifications","1st4sport Level 1 Award in Coaching Primary Rugby League","603/4728/4","Available to learners","Other Vocational Qualification","Level 1","Leisure, Travel and Tourism","No",0
"1st4sport Qualifications","1st4sport Level 3 Diploma in Sports Coaching and Performance","603/4826/4","Available to learners","Occupational Qualification","Level 3","Leisure, Travel and Tourism","No",0
"1st4sport Qualifications","1st4sport Level 3 Certificate in Sports Coaching and Performance","603/4831/8","Available to learners","Occupational Qualification","Level 3","Leisure, Travel and Tourism","No",0
"ABMA Education Ltd","ABMA Level 4 Diploma in Business Management (RQF)","603/1270/1","Available to learners","Vocationally-Related Qualification","Level 4","Business, Administration and Law","No",0
"ABMA Education Ltd","ABMA Level 5 Diploma in Business Management (RQF)","603/1271/3","Available to learners","Vocationally-Related Qualification","Level 5","Business, Administration and Law","No",0
"ABMA Education Ltd","ABMA Level 6 Diploma in Business Management (RQF)","603/1272/5","Available to learners","Vocationally-Related Qualification","Level 6","Business, Administration and Law","No",0
"ABMA Education Ltd","ABMA Level 4 Diploma in Shipping and Logistics (RQF)","603/3421/6","Available to learners","Vocationally-Related Qualification","Level 4","Retail and Commercial Enterprise","No",0
"Accounting Technicians Ireland","Accounting Technicians Ireland Level 5 Diploma for Accounting Technicians","600/0107/0","Available to learners","Occupational Qualification","Level 5","Business, Administration and Law","No",0
"Accounting Technicians Ireland","Accounting Technicians Ireland Level 4 Certificate for Accounting Technicians ","600/6337/3","Available to learners","Occupational Qualification","Level 4","Business, Administration and Law","No",0
"Active IQ","Active IQ Level 2 Award in Instructing Circuit Sessions","500/6259/1","Available to learners","Vocationally-Related Qualification","Level 2","Leisure, Travel and Tourism","No",425
"Active IQ","Active IQ Level 3 Award in Designing Pre and Post Natal Exercise Programmes","500/6776/X","No longer available to new learners","Vocationally-Related Qualification","Level 3","Leisure, Travel and Tourism","No",420
"Active IQ","Active IQ Level 2 Award in Adapting Fitness Instruction for Adolescents","500/7244/4","No longer available to new learners","Vocationally-Related Qualification","Level 2","Leisure, Travel and Tourism","No",400
"Active IQ","Active IQ Level 1 Award in Assisting Health Related Activity Sessions","500/7245/6","Available to learners","Vocationally-Related Qualification","Level 1","Leisure, Travel and Tourism","No",820
"Active IQ","Active IQ Entry Level Award in the Principles of Health and Fitness (Entry 3)","500/7332/1","Available to learners","Vocationally-Related Qualification","Entry Level","Leisure, Travel and Tourism","No",1200
"Active IQ","Active IQ Level 2 Award in Employment Awareness in Active Leisure and Learning","500/7367/9","Available to learners","Vocationally-Related Qualification","Level 2","Leisure, Travel and Tourism","No",1200
"Active IQ","Active IQ Level 3 Award in Employment Awareness in Active Leisure and Learning","500/7410/6","Available to learners","Vocationally-Related Qualification","Level 3","Leisure, Travel and Tourism","No",1000
"Active IQ","Active IQ Level 1 Award in Active, Healthy Living","500/7855/0","Available to learners","Vocationally-Related Qualification","Level 1","Leisure, Travel and Tourism","No",240
"Active IQ","Active IQ Level 2 Certificate in Fitness Instructing","500/8756/3","Available to learners","Vocationally-Related Qualification","Level 2","Leisure, Travel and Tourism","No",9340
"Active IQ","Active IQ Level 3 Certificate in Personal Training","500/8820/8","Available to learners","Vocationally-Related Qualification","Level 3","Leisure, Travel and Tourism","No",5840
"Active IQ","Active IQ Level 3 NVQ Diploma in Personal Training","500/9305/8","Available to learners","Occupational Qualification","Level 3","Leisure, Travel and Tourism","No",665
"Active IQ","Active IQ Level 2 NVQ Diploma in Instructing Exercise and Fitness","500/9640/0","Available to learners","Occupational Qualification","Level 2","Leisure, Travel and Tourism","No",445
